Year,Month No,Month,BU,Doctor Name,Target Revenue,Target No. cases,Total Revenue,Credit Revenue,Cash Revenue,Total Leakage Revenue Losses,Doctor PMS %,No. Cases,No. Services,Charge per case,No. Booking,No. Planned booking Slots,No. follow-up visits,Service Leakage %,Cross Referral %,Patient Retention %,Patient Acquisition %,Actual COE Compliance %,Digital Actual CR%,Digital Target CR%,No. Missed Opportunity,No. Cancelled Clinics,Total Losses Revenue_Cancellation_Modification,No-Show %
2024,7,2024-07-01,HJH,Ahmed,306435.49,172,147201.2,92843.06,54358.13,12300.17,0.663,112,133,1314.3,144,209,21,0.0836,0.1709,0.4271,0.5729,0.7867,0.2379,0.2362,28,5,39933.59,0.1672
2024,7,2024-07-01,HJH,Omar,336971.44,192,222862.76,109623.39,113239.38,19022.57,0.5717,125,321,1782.9,159,217,31,0.0854,0.2154,0.7667,0.2333,0.5559,0.1654,0.2012,35,3,30624.31,0.1138
2024,7,2024-07-01,HJH,Youssef,275497.77,158,172726.34,76561.82,96164.52,14800.88,0.7316,123,317,1404.28,153,197,35,0.0857,0.2686,0.5869,0.4131,0.529,0.2158,0.2665,22,1,7974.69,0.1644
2024,7,2024-07-01,HJH,Aly,236145.46,136,190284.67,69529.11,120755.56,7526.12,0.7797,115,195,1654.65,141,156,33,0.0396,0.1703,0.5828,0.4172,0.8295,0.3572,0.3129,6,1,6184.72,0.1448
2024,7,2024-07-01,HJH,Khaled,256681.15,152,150222.48,87410.02,62812.46,14074.43,0.7412,113,284,1329.4,150,180,41,0.0937,0.1939,0.627,0.373,0.7744,0.1643,0.1841,11,5,21589.8,0.1718
2024,7,2024-07-01,HJH,Mohamed,262853.88,159,173925.33,107480.41,66444.92,15412.17,0.8553,130,269,1337.89,166,202,33,0.0886,0.0616,0.7554,0.2446,0.539,0.3295,0.279,14,0,6096.68,0.1492
2024,7,2024-07-01,HJH,Mahmoud,385931.26,208,287260.77,110661.22,176599.55,8060.69,0.7649,187,267,1536.15,234,261,74,0.0281,0.1383,0.6222,0.3778,0.6832,0.2384,0.272,18,1,16013.12,0.1081
2024,7,2024-07-01,HJH,Maged,221479.76,124,171148.15,84312.64,86835.51,16091.66,0.7594,103,250,1661.63,128,143,29,0.094,0.1773,0.581,0.419,0.3605,0.2512,0.2387,6,2,21025.48,0.0626
2024,7,2024-07-01,HJH,Amany,225372.32,133,121267.63,41405.68,79861.95,7971.87,0.5861,87,215,1393.88,107,149,32,0.0657,0.2288,0.5477,0.4523,0.8713,0.2463,0.2392,22,1,9419.53,0.1311
2024,7,2024-07-01,HJH,Alaa,259766.95,151,233880.97,148008.38,85872.59,11907.93,0.7288,118,221,1982.04,139,187,22,0.0509,0.22,0.6935,0.3065,0.5928,0.1725,0.1728,15,4,17260.94,0.1177
2024,7,2024-07-01,HJH,Ola,257209.64,140,177277.47,74463.18,102814.28,14765.46,0.7167,98,120,1808.95,131,171,27,0.0833,0.1221,0.7594,0.2406,0.7311,0.2409,0.2484,15,3,28208.11,0.1676
2024,8,2024-08-01,ASH,Ahmed,284542.88,180,213208.92,84967.82,128241.09,4306.12,0.8718,162,196,1316.1,200,223,38,0.0202,0.061,0.4471,0.5529,0.7332,0.251,0.2778,16,0,5244.5,0.162
2024,8,2024-08-01,ASH,Omar,240929.36,138,137995.64,83380.29,54615.35,4118.62,0.7952,109,223,1266.02,129,156,22,0.0298,0.1439,0.6668,0.3332,0.4614,0.2539,0.2747,15,1,8125.13,0.093
2024,8,2024-08-01,ASH,Youssef,217587.75,141,219110.36,137991.78,81118.57,6369.12,0.7416,120,256,1825.92,145,176,25,0.0291,0.1701,0.7702,0.2298,0.721,0.2136,0.2725,10,2,17415.09,0.0742
2024,8,2024-08-01,ASH,Aly,240231.57,141,155292.25,79082.16,76210.09,8920.62,0.7655,109,207,1424.7,134,161,44,0.0574,0.1004,0.6915,0.3085,0.3843,0.1539,0.17,16,4,34117.62,0.127
2024,8,2024-08-01,ASH,Khaled,332387.56,205,188078.9,85747.85,102331.05,13068.94,0.7096,146,326,1288.21,199,231,28,0.0695,0.103,0.7223,0.2777,0.5889,0.2693,0.2788,15,6,38468.45,0.1431
2024,8,2024-08-01,ASH,Mohamed,362927.63,210,199818.9,99441.62,100377.28,18539.61,0.5778,129,216,1548.98,171,236,51,0.0928,0.1485,0.4711,0.5289,0.7478,0.1729,0.2271,20,2,19716.54,0.1263
2024,8,2024-08-01,ASH,Mahmoud,203147.8,130,153528.18,69752.57,83775.61,7108.87,0.7533,114,241,1346.74,126,163,29,0.0463,0.0452,0.5612,0.4388,0.5109,0.312,0.3128,13,3,23093.14,0.0518
2024,8,2024-08-01,ASH,Maged,210787.92,128,242262.04,152121.42,90140.62,9241.27,0.8811,128,161,1892.67,142,157,52,0.0381,0.2329,0.5699,0.4301,0.3569,0.1719,0.2093,8,5,36312.35,0.0708
2024,8,2024-08-01,ASH,Amany,275356.88,177,220860.0,116623.51,104236.49,11212.24,0.6347,121,281,1825.29,140,198,27,0.0508,0.1183,0.504,0.496,0.8121,0.244,0.21,42,6,39126.96,0.0866
2024,8,2024-08-01,ASH,Alaa,204472.68,122,157458.25,54991.4,102466.85,12607.01,0.7035,97,222,1623.28,120,142,30,0.0801,0.2537,0.5328,0.4672,0.8168,0.1809,0.2215,9,4,26310.21,0.1672
2024,8,2024-08-01,ASH,Ola,275196.9,177,178710.35,107723.47,70986.88,6206.05,0.7009,126,290,1418.34,149,201,32,0.0347,0.238,0.5937,0.4063,0.4274,0.1821,0.2036,38,4,40186.57,0.1084
2024,8,2024-08-01,SMH,Ahmed,221592.13,162,112377.32,40233.93,72143.39,3917.26,0.6062,107,171,1050.26,139,193,37,0.0349,0.2446,0.5273,0.4727,0.4582,0.1582,0.2074,30,3,15510.72,0.1701
2024,8,2024-08-01,SMH,Omar,115457.01,88,77707.12,26484.3,51222.82,4936.22,0.6604,65,117,1195.49,83,106,20,0.0635,0.1175,0.4261,0.5739,0.3778,0.2048,0.2122,7,6,45012.03,0.0997
2024,8,2024-08-01,SMH,Youssef,195111.75,138,152381.6,66682.96,85698.64,2765.8,0.7251,105,215,1451.25,132,169,37,0.0182,0.2113,0.5988,0.4012,0.8413,0.1452,0.1824,12,5,25079.6,0.0921
2024,8,2024-08-01,SMH,Aly,157732.51,117,116850.22,55720.71,61129.51,3201.55,0.7777,88,165,1327.84,104,137,33,0.0274,0.1476,0.4615,0.5385,0.8331,0.173,0.2017,18,4,16690.8,0.1036
2024,8,2024-08-01,SMH,Khaled,230925.14,173,138977.89,50412.92,88564.97,10489.64,0.7241,126,190,1103.0,151,206,23,0.0755,0.2237,0.5972,0.4028,0.7049,0.2709,0.2715,14,4,13128.39,0.0555
2024,8,2024-08-01,SMH,Mohamed,193692.26,141,145382.1,86621.69,58760.41,12825.04,0.6829,95,161,1530.34,119,176,23,0.0882,0.1735,0.6039,0.3961,0.4347,0.1968,0.1923,23,2,23220.23,0.1412
2024,8,2024-08-01,SMH,Mahmoud,214353.48,167,179300.52,92540.95,86759.57,14231.24,0.8311,137,288,1308.76,156,209,53,0.0794,0.088,0.6253,0.3747,0.7461,0.3089,0.2933,36,6,36500.51,0.0537
2024,8,2024-08-01,SMH,Maged,167544.06,128,145227.81,79545.99,65681.82,6058.11,0.8237,111,170,1308.36,132,160,39,0.0417,0.2128,0.5848,0.4152,0.5571,0.3267,0.2806,13,4,23311.23,0.1237
2024,8,2024-08-01,SMH,Amany,137803.87,108,77272.28,49941.08,27331.2,3910.35,0.6917,74,90,1044.22,93,134,30,0.0506,0.0633,0.5525,0.4475,0.6923,0.3418,0.3154,17,2,11954.81,0.0639
2024,8,2024-08-01,SMH,Alaa,194683.93,150,147214.36,47920.72,99293.65,9706.84,0.6762,95,173,1549.62,116,169,35,0.0659,0.2513,0.7555,0.2445,0.4425,0.1916,0.178,25,4,34024.11,0.0656
2024,8,2024-08-01,SMH,Ola,107963.8,79,74755.02,31864.6,42890.42,6087.76,0.8333,71,99,1052.89,85,101,29,0.0814,0.1784,0.4359,0.5641,0.3834,0.2481,0.2831,6,3,12413.91,0.1124
2024,8,2024-08-01,HJH,Ahmed,396632.86,215,175969.72,76624.23,99345.49,8768.14,0.6654,134,243,1313.21,181,243,39,0.0498,0.0956,0.7254,0.2746,0.3751,0.2224,0.2182,29,3,25004.25,0.1634
2024,8,2024-08-01,HJH,Omar,246237.84,131,172583.94,79134.93,93449.01,13182.84,0.7011,107,223,1612.93,136,160,36,0.0764,0.2535,0.6633,0.3367,0.5661,0.2476,0.3138,9,1,7230.32,0.1203
2024,8,2024-08-01,HJH,Youssef,282620.76,168,191041.08,66283.89,124757.19,8087.15,0.7149,122,298,1565.91,148,188,43,0.0423,0.2443,0.6265,0.3735,0.8679,0.3215,0.2868,17,6,34273.85,0.1201
2024,8,2024-08-01,HJH,Aly,298511.71,165,216604.13,73438.41,143165.73,16899.01,0.7233,126,194,1719.08,154,190,32,0.078,0.2408,0.5544,0.4456,0.8466,0.2726,0.2437,12,2,20228.99,0.1175
2024,8,2024-08-01,HJH,Khaled,268314.8,143,166358.66,68814.82,97543.84,13141.47,0.5905,89,192,1869.2,118,162,35,0.079,0.2068,0.5304,0.4696,0.7506,0.176,0.2085,25,6,26392.3,0.1337
2024,8,2024-08-01,HJH,Mohamed,270237.23,156,175417.92,58969.51,116448.41,8286.75,0.7511,117,149,1499.3,133,188,29,0.0472,0.1331,0.495,0.505,0.5771,0.2455,0.2544,30,0,15463.48,0.0741
2024,8,2024-08-01,HJH,Mahmoud,334894.46,185,252125.72,119034.68,133091.04,16292.0,0.7783,158,379,1595.73,177,234,65,0.0646,0.1577,0.4298,0.5702,0.3705,0.2755,0.238,27,4,18694.64,0.054
2024,8,2024-08-01,HJH,Maged,300520.53,169,256728.93,127116.19,129612.74,18310.73,0.8097,146,242,1758.42,172,207,47,0.0713,0.0628,0.6662,0.3338,0.6645,0.2044,0.268,17,0,6129.84,0.0622
2024,8,2024-08-01,HJH,Amany,327678.28,194,218872.77,133768.34,85104.44,11192.73,0.7841,146,322,1499.13,188,231,27,0.0511,0.1843,0.5736,0.4264,0.714,0.2471,0.315,21,1,11649.37,0.1542
2024,8,2024-08-01,HJH,Alaa,291036.69,171,198552.68,84305.28,114247.4,10041.47,0.7443,127,182,1563.41,174,195,50,0.0506,0.0644,0.4701,0.5299,0.7424,0.3125,0.3115,9,2,18085.54,0.1504
2024,8,2024-08-01,HJH,Ola,319798.52,183,232716.08,129846.79,102869.29,4704.13,0.6796,140,186,1662.26,174,217,57,0.0202,0.1258,0.5645,0.4355,0.8372,0.349,0.3051,13,1,5880.04,0.1402
2024,9,2024-09-01,ASH,Ahmed,197569.6,121,110784.85,43128.61,67656.24,6621.98,0.633,87,135,1273.39,118,151,18,0.0598,0.072,0.6725,0.3275,0.3559,0.1873,0.1696,10,5,23984.06,0.1795
2024,9,2024-09-01,ASH,Omar,182842.38,111,188867.32,111004.86,77862.46,4329.55,0.8794,106,254,1781.77,118,133,35,0.0229,0.1699,0.7094,0.2906,0.4274,0.1766,0.1803,10,0,6187.44,0.0678
2024,9,2024-09-01,ASH,Youssef,149273.11,96,124112.53,71443.78,52668.75,6149.74,0.9156,84,199,1477.53,97,119,30,0.0495,0.0466,0.6618,0.3382,0.8433,0.2276,0.2225,15,5,46635.57,0.0821
2024,9,2024-09-01,ASH,Aly,239016.38,146,201937.23,112091.9,89845.34,3528.47,0.7054,123,172,1641.77,150,168,24,0.0175,0.254,0.4724,0.5276,0.6899,0.2031,0.2191,8,6,55742.18,0.134
2024,9,2024-09-01,ASH,Khaled,295880.06,177,206553.09,82632.01,123921.08,12354.98,0.7438,132,243,1564.8,166,202,42,0.0598,0.2286,0.4694,0.5306,0.5286,0.3217,0.2706,18,4,30582.16,0.1695
2024,9,2024-09-01,ASH,Mohamed,207492.53,131,213032.65,115682.22,97350.43,19766.72,0.757,114,171,1868.71,147,163,29,0.0928,0.2023,0.5203,0.4797,0.6668,0.223,0.2671,8,6,24735.47,0.1637
2024,9,2024-09-01,ASH,Mahmoud,233572.59,149,142341.83,70788.32,71553.51,10365.25,0.6252,104,204,1368.67,128,177,24,0.0728,0.1836,0.648,0.352,0.5288,0.3365,0.302,21,3,21345.11,0.1392
2024,9,2024-09-01,ASH,Maged,227970.83,140,137893.21,72495.22,65397.99,2802.5,0.7733,105,134,1313.27,131,166,25,0.0203,0.1588,0.7565,0.2435,0.6418,0.2856,0.2914,16,2,9770.41,0.0944
2024,9,2024-09-01,ASH,Amany,240837.35,155,156890.13,83270.92,73619.21,12986.42,0.6676,116,156,1352.5,145,177,36,0.0828,0.1044,0.7022,0.2978,0.8406,0.2273,0.2699,22,4,14832.51,0.1119
2024,9,2024-09-01,ASH,Alaa,241328.81,149,190820.87,76696.68,114124.19,6470.54,0.643,116,173,1645.01,143,168,37,0.0339,0.223,0.4819,0.5181,0.8622,0.2199,0.2213,6,1,5855.51,0.0869
2024,9,2024-09-01,ASH,Ola,216243.18,124,140861.83,63222.96,77638.87,5262.27,0.6686,101,177,1394.67,122,140,34,0.0374,0.1444,0.7299,0.2701,0.8003,0.1977,0.2314,12,3,24730.84,0.0662
2024,9,2024-09-01,SMH,Ahmed,229088.39,169,202084.48,117675.31,84409.17,17179.55,0.7476,139,168,1453.85,175,197,25,0.085,0.1618,0.5596,0.4404,0.5844,0.1572,0.1929,6,6,43845.56,0.1606
2024,9,2024-09-01,SMH,Omar,192417.67,134,148213.65,52395.1,95818.55,13613.78,0.7749,104,163,1425.13,126,163,32,0.0919,0.1949,0.4433,0.5567,0.7279,0.1647,0.1635,15,0,5889.96,0.0783
2024,9,2024-09-01,SMH,Youssef,161766.59,113,126942.25,62466.36,64475.89,8454.44,0.6908,80,136,1586.78,99,142,29,0.0666,0.243,0.7725,0.2275,0.5432,0.2227,0.2817,30,0,10913.66,0.0831
2024,9,2024-09-01,SMH,Aly,140995.86,107,94964.79,52998.95,41965.84,3791.74,0.5625,63,100,1507.38,84,121,14,0.0399,0.0621,0.4388,0.5612,0.6969,0.3366,0.2855,26,1,12484.99,0.1712
2024,9,2024-09-01,SMH,Khaled,185241.63,130,183664.22,115297.77,68366.45,5381.08,0.8457,129,188,1423.75,147,165,37,0.0293,0.2226,0.6804,0.3196,0.4309,0.266,0.3091,4,6,22574.35,0.0807
2024,9,2024-09-01,SMH,Mohamed,126213.62,91,87330.97,32368.59,54962.38,3875.34,0.7649,68,96,1284.28,90,113,19,0.0444,0.1492,0.6757,0.3243,0.7281,0.1902,0.1859,6,3,11364.12,0.1663
2024,9,2024-09-01,SMH,Mahmoud,238903.84,165,155868.17,74307.54,81560.63,6751.4,0.7405,125,243,1246.95,161,185,44,0.0433,0.2198,0.6906,0.3094,0.6274,0.2199,0.2252,11,6,17789.46,0.1381
2024,9,2024-09-01,SMH,Maged,149749.04,106,119901.93,76991.55,42910.39,3866.31,0.9733,101,174,1187.15,112,127,36,0.0322,0.148,0.6326,0.3674,0.7521,0.2019,0.1824,6,1,3612.99,0.065
2024,9,2024-09-01,SMH,Amany,178292.52,135,106485.47,64632.78,41852.69,2837.09,0.6868,94,160,1132.82,111,151,19,0.0266,0.1298,0.5462,0.4538,0.832,0.3449,0.3019,11,2,12333.46,0.1019
2024,9,2024-09-01,SMH,Alaa,144411.21,113,87997.3,48186.2,39811.1,2033.11,0.6548,73,93,1205.44,93,135,22,0.0231,0.0544,0.6034,0.3966,0.6843,0.2088,0.2194,17,4,27047.22,0.1776
2024,9,2024-09-01,SMH,Ola,145331.35,104,107306.3,54401.65,52904.66,6313.81,0.722,74,180,1450.09,95,124,22,0.0588,0.2797,0.4752,0.5248,0.7871,0.228,0.2128,17,5,24099.6,0.1542
2024,9,2024-09-01,HJH,Ahmed,235244.15,132,142839.59,47897.73,94941.86,6914.45,0.729,93,115,1535.91,115,165,20,0.0484,0.1713,0.5119,0.4881,0.8355,0.1248,0.1601,33,2,29279.12,0.0999
2024,9,2024-09-01,HJH,Omar,215200.45,120,116529.9,58070.34,58459.57,10878.84,0.7375,85,159,1370.94,107,136,34,0.0934,0.1019,0.6211,0.3789,0.8213,0.2609,0.2903,16,4,19839.23,0.1776
2024,9,2024-09-01,HJH,Youssef,303059.48,177,213538.62,81373.69,132164.93,19260.16,0.7256,143,326,1493.28,174,213,59,0.0902,0.2779,0.4385,0.5615,0.6636,0.2496,0.2883,25,4,26697.95,0.1387
2024,9,2024-09-01,HJH,Aly,214036.09,124,150135.04,60799.77,89335.27,3226.45,0.6606,95,185,1580.37,118,150,28,0.0215,0.2628,0.4439,0.5561,0.5164,0.286,0.3023,21,1,16614.24,0.0699
2024,9,2024-09-01,HJH,Khaled,280710.75,161,236277.54,78862.23,157415.3,19600.64,0.7834,141,342,1675.73,171,190,46,0.083,0.0796,0.4773,0.5227,0.5234,0.1734,0.2203,5,6,44769.51,0.0654
2024,9,2024-09-01,HJH,Mohamed,263628.1,156,261521.5,84391.34,177130.16,6715.52,1.0068,146,339,1791.24,160,201,39,0.0257,0.2046,0.7176,0.2824,0.5393,0.1932,0.2515,28,2,23803.92,0.062
2024,9,2024-09-01,HJH,Mahmoud,239301.12,143,173938.87,90624.73,83314.14,10865.89,0.8292,121,175,1437.51,146,160,37,0.0625,0.2396,0.5224,0.4776,0.3844,0.2228,0.257,8,5,31695.36,0.1299
2024,9,2024-09-01,HJH,Maged,203311.64,115,195379.5,74754.28,120625.23,7520.6,0.9337,107,227,1825.98,118,140,29,0.0385,0.2337,0.5046,0.4954,0.8718,0.1879,0.2095,8,1,8384.78,0.0542
2024,9,2024-09-01,HJH,Amany,211774.28,117,126581.35,79210.06,47371.29,7764.71,0.7659,89,161,1422.26,110,135,25,0.0613,0.0694,0.652,0.348,0.8496,0.2519,0.2483,17,1,14539.28,0.0653
2024,9,2024-09-01,HJH,Alaa,215363.72,122,169041.82,95809.51,73232.3,11438.44,0.6585,87,106,1943.01,109,153,30,0.0677,0.1177,0.4678,0.5322,0.5233,0.2958,0.3147,17,6,45980.27,0.0749
2024,9,2024-09-01,HJH,Ola,156347.66,93,168527.69,90936.94,77590.75,9441.38,0.8774,86,112,1959.62,105,119,21,0.056,0.0885,0.485,0.515,0.3704,0.1473,0.1615,5,4,20489.71,0.0713
2024,10,2024-10-01,ASH,Ahmed,257924.07,161,196979.33,72278.52,124700.8,9111.32,0.6899,116,161,1698.1,160,186,37,0.0463,0.2624,0.4908,0.5092,0.7579,0.2127,0.277,19,4,31499.86,0.176
2024,10,2024-10-01,ASH,Omar,258122.28,158,210366.79,132378.88,77987.91,10956.63,0.7376,111,223,1895.2,142,180,35,0.0521,0.2615,0.7205,0.2795,0.4681,0.2329,0.2024,25,6,39309.19,0.087
2024,10,2024-10-01,ASH,Youssef,166096.66,107,159826.81,91282.94,68543.87,3370.5,0.8558,89,133,1795.81,106,138,27,0.0211,0.2559,0.7584,0.2416,0.3587,0.3228,0.299,20,6,35636.04,0.0506
2024,10,2024-10-01,ASH,Aly,162747.0,100,127213.15,46785.54,80427.61,9293.9,0.6236,72,141,1766.85,90,113,24,0.0731,0.0434,0.5746,0.4254,0.5243,0.1925,0.1993,6,5,37589.92,0.1254
2024,10,2024-10-01,ASH,Khaled,238272.93,148,160871.59,99384.95,61486.64,9392.58,0.7805,120,176,1340.6,139,166,23,0.0584,0.2759,0.7344,0.2656,0.8021,0.1377,0.1605,17,6,48064.39,0.104
2024,10,2024-10-01,ASH,Mohamed,197603.05,117,143107.1,71045.79,72061.3,5332.75,0.5827,81,183,1766.75,104,148,29,0.0373,0.1248,0.5596,0.4404,0.4503,0.335,0.3112,31,4,47026.56,0.1087
2024,10,2024-10-01,ASH,Mahmoud,222116.35,130,189193.75,110853.11,78340.64,8156.26,0.7757,111,213,1704.45,133,145,30,0.0431,0.2216,0.4573,0.5427,0.6216,0.2451,0.2899,4,5,29836.04,0.0711
2024,10,2024-10-01,ASH,Maged,252198.08,155,165456.33,80553.44,84902.89,10986.66,0.55,89,188,1859.06,123,178,16,0.0664,0.1487,0.4213,0.5787,0.5384,0.3722,0.318,31,3,26845.99,0.1791
2024,10,2024-10-01,ASH,Amany,199730.71,121,195507.13,119563.76,75943.37,18512.74,1.0087,121,244,1615.76,135,153,31,0.0947,0.19,0.4317,0.5683,0.7927,0.1876,0.2107,11,2,7439.5,0.0611
2024,10,2024-10-01,ASH,Alaa,203919.13,116,163103.7,90910.67,72193.04,15170.33,0.6702,85,198,1918.87,110,132,25,0.093,0.2173,0.5665,0.4335,0.3639,0.1713,0.2056,6,1,11349.4,0.1798
2024,10,2024-10-01,ASH,Ola,163216.73,95,138158.85,81477.21,56681.64,4631.3,0.7041,75,124,1842.12,90,118,28,0.0335,0.1721,0.6149,0.3851,0.8054,0.289,0.2899,15,5,39219.31,0.0624
2024,10,2024-10-01,SMH,Ahmed,209350.33,158,169613.85,86730.94,82882.91,3250.53,0.5833,110,136,1541.94,139,185,44,0.0192,0.1812,0.4585,0.5415,0.6028,0.2145,0.2351,23,2,18899.33,0.1664
2024,10,2024-10-01,SMH,Omar,113156.5,86,99796.66,44092.48,55704.18,7150.72,0.6631,66,131,1512.07,76,110,27,0.0717,0.2473,0.6035,0.3965,0.8745,0.1585,0.1608,13,6,49504.71,0.0719
2024,10,2024-10-01,SMH,Youssef,161963.52,120,111456.5,53034.59,58421.91,6939.46,0.8719,99,210,1125.82,119,147,24,0.0623,0.0998,0.7282,0.2718,0.4161,0.2367,0.2272,13,0,1926.27,0.0577
2024,10,2024-10-01,SMH,Aly,135758.16,103,131849.33,74877.57,56971.76,4614.68,0.6786,84,168,1569.63,101,120,16,0.035,0.1347,0.7675,0.2325,0.4966,0.1337,0.178,6,0,788.41,0.125
2024,10,2024-10-01,SMH,Khaled,149294.33,111,79289.98,41889.71,37400.27,4480.62,0.5863,73,153,1086.16,94,124,24,0.0565,0.2459,0.4725,0.5275,0.5563,0.1995,0.1901,21,1,13354.54,0.1081
2024,10,2024-10-01,SMH,Mohamed,176710.74,133,144857.33,91308.58,53548.75,6963.63,0.7494,95,120,1524.81,110,160,20,0.0481,0.107,0.5734,0.4266,0.3573,0.2824,0.2857,27,2,14728.61,0.0504
2024,10,2024-10-01,SMH,Mahmoud,159885.67,125,109640.85,63286.16,46354.69,3700.78,0.7495,99,171,1107.48,119,141,23,0.0338,0.2676,0.6035,0.3965,0.845,0.1908,0.1776,11,5,19522.03,0.0858
2024,10,2024-10-01,SMH,Maged,160861.6,113,135497.98,77287.43,58210.54,10246.22,0.7827,89,176,1522.45,121,139,27,0.0756,0.1873,0.7076,0.2924,0.6309,0.1843,0.1893,9,1,11038.35,0.147
2024,10,2024-10-01,SMH,Amany,204363.61,151,135871.09,55467.44,80403.66,9603.66,0.7137,121,225,1122.9,151,175,27,0.0707,0.1365,0.7231,0.2769,0.6688,0.1985,0.2502,11,1,10357.75,0.1046
2024,10,2024-10-01,SMH,Alaa,132066.53,102,89628.27,41623.04,48005.23,7768.44,0.6126,71,133,1262.37,91,119,27,0.0867,0.0892,0.5684,0.4316,0.8779,0.1813,0.1716,20,3,25033.88,0.1487
2024,10,2024-10-01,SMH,Ola,140939.0,98,87496.3,28249.57,59246.73,7563.9,0.6031,70,173,1249.95,84,115,28,0.0864,0.1868,0.4537,0.5463,0.4827,0.2777,0.2557,22,1,10102.6,0.0626
2024,10,2024-10-01,HJH,Ahmed,343557.02,185,204230.06,65875.47,138354.59,4698.82,0.6271,122,304,1674.02,152,212,28,0.023,0.1782,0.42,0.58,0.7191,0.3371,0.3095,31,1,8192.69,0.1485
2024,10,2024-10-01,HJH,Omar,267219.53,145,166329.01,105632.66,60696.35,5124.86,0.6926,112,262,1485.08,148,182,21,0.0308,0.1479,0.6427,0.3573,0.3667,0.2971,0.2761,14,6,52671.58,0.1367
2024,10,2024-10-01,HJH,Youssef,271983.81,161,211674.47,125617.41,86057.06,17448.88,0.7677,133,186,1591.54,161,206,26,0.0824,0.0778,0.4464,0.5536,0.57,0.2444,0.2295,14,5,34529.9,0.1394
2024,10,2024-10-01,HJH,Aly,309665.34,168,219883.43,118975.35,100908.08,13751.85,0.7438,126,320,1745.11,163,202,29,0.0625,0.1478,0.482,0.518,0.7934,0.2063,0.2312,21,5,49644.89,0.1671
2024,10,2024-10-01,HJH,Khaled,269730.62,145,211575.79,129470.7,82105.09,7062.19,0.7464,108,269,1959.04,130,168,44,0.0334,0.0672,0.5926,0.4074,0.8319,0.2736,0.2529,12,4,22114.22,0.0988
2024,10,2024-10-01,HJH,Mohamed,216152.46,122,140765.03,66459.26,74305.77,3164.81,0.7496,103,201,1366.65,114,155,32,0.0225,0.2387,0.4358,0.5642,0.61,0.239,0.2941,26,5,40989.94,0.0566
2024,10,2024-10-01,HJH,Mahmoud,389543.67,207,296130.79,147444.49,148686.3,12441.79,0.6325,158,204,1874.25,189,241,28,0.042,0.0466,0.6594,0.3406,0.3628,0.2211,0.2895,21,6,53864.25,0.1049
2024,10,2024-10-01,HJH,Maged,181518.47,99,141873.17,66981.11,74892.06,10623.14,0.7404,75,98,1891.64,84,121,26,0.0749,0.2772,0.5326,0.4674,0.7063,0.2805,0.2872,14,2,11117.17,0.0748
2024,10,2024-10-01,HJH,Amany,210198.54,115,186620.58,116585.75,70034.84,10285.26,0.8378,94,176,1985.33,118,144,24,0.0551,0.1525,0.6026,0.3974,0.5977,0.129,0.1671,15,1,12457.88,0.1249
2024,10,2024-10-01,HJH,Alaa,160885.33,94,127899.32,73182.13,54717.2,4249.78,0.7114,74,129,1728.37,91,119,25,0.0332,0.1279,0.7158,0.2842,0.7661,0.1692,0.2201,17,5,33344.77,0.1171
2024,10,2024-10-01,HJH,Ola,222941.55,124,164757.87,106168.63,58589.24,14842.67,0.744,87,179,1893.77,113,146,19,0.0901,0.0555,0.5164,0.4836,0.3749,0.1663,0.1796,22,0,13628.5,0.1613
2024,11,2024-11-01,ASH,Ahmed,326655.4,187,156596.27,52774.99,103821.28,8809.02,0.5696,116,278,1349.97,151,223,42,0.0563,0.1668,0.4431,0.5569,0.4919,0.144,0.1848,43,4,43647.9,0.1313
2024,11,2024-11-01,ASH,Omar,220961.76,130,139039.44,79239.09,59800.36,6181.77,0.8068,104,182,1336.92,128,157,31,0.0445,0.0913,0.5315,0.4685,0.7625,0.1979,0.1731,19,2,23654.98,0.137
2024,11,2024-11-01,ASH,Youssef,175824.74,104,99257.94,51308.2,47949.74,4188.13,0.7578,79,190,1256.43,98,129,19,0.0422,0.2702,0.7481,0.2519,0.3623,0.1596,0.1735,14,2,20063.59,0.1475
2024,11,2024-11-01,ASH,Aly,224514.85,142,158588.23,73979.85,84608.38,14841.32,0.6828,107,237,1482.13,136,170,44,0.0936,0.1518,0.7194,0.2806,0.3826,0.2072,0.2701,20,0,4703.45,0.1693
2024,11,2024-11-01,ASH,Khaled,217333.62,128,221481.83,125126.9,96354.92,10316.09,0.8434,123,207,1800.67,141,157,26,0.0466,0.0645,0.454,0.546,0.6679,0.2624,0.2442,10,4,17440.24,0.0772
2024,11,2024-11-01,ASH,Mohamed,220489.05,127,147733.47,80278.86,67454.61,12318.77,0.7779,98,145,1507.48,129,158,40,0.0834,0.2604,0.6403,0.3597,0.6176,0.2525,0.2813,12,3,31874.15,0.132
2024,11,2024-11-01,ASH,Mahmoud,343713.74,222,219522.81,83261.68,136261.13,5167.49,0.7461,162,193,1355.08,200,247,33,0.0235,0.0707,0.635,0.365,0.8399,0.1831,0.1991,22,5,36918.81,0.1623
2024,11,2024-11-01,ASH,Maged,238558.07,139,152448.6,88340.68,64107.93,3920.08,0.5527,92,108,1657.05,119,169,23,0.0257,0.057,0.4643,0.5357,0.6288,0.2492,0.2835,25,1,13244.72,0.1442
